Id,Name,Currency,Base,Counter,Volume($),Price($),Volume(%),Date 
1589, Fisco ,Bitcoin,BTC,JPY,"**130,763,000",17585.20,90.51%,2017-12-21
1590, Fisco ,MonaCoin,MONA,JPY,"**13,193,800",15.38,9.13%,2017-12-21
1591, Fisco ,MonaCoin,MONA,BTC,"**518,593",14.82,0.36%,2017-12-21
1592, CoinsBank ,Bitcoin,BTC,USD,"37,726,500",17070.70,28.19%,2017-12-21
1593, CoinsBank ,Bitcoin,BTC,EUR,"31,891,400",16708.90,23.83%,2017-12-21
1594, CoinsBank ,Bitcoin,BTC,GBP,"28,893,600",16789.30,21.59%,2017-12-21
1595, CoinsBank ,Litecoin,LTC,USD,"20,095,300",320.00,15.02%,2017-12-21
1596, CoinsBank ,Litecoin,LTC,GBP,"7,949,270",309.28,5.94%,2017-12-21
1597, CoinsBank ,Litecoin,LTC,EUR,"7,176,470",323.76,5.36%,2017-12-21
1598, CoinsBank ,Litecoin,LTC,BTC,"100,271",329.89,0.07%,2017-12-21
1599, BTCBOX ,Bitcoin,BTC,JPY,"**128,252,000",17434.60,100.00%,2017-12-21
1600, Gate.io ,Bytom,BTM,USDT,"13,557,600",0.426776,13.58%,2017-12-21
1601, Gate.io ,Bitcoin,BTC,USDT,"11,196,000",16885.10,11.21%,2017-12-21
1602, Gate.io ,Ethereum,ETH,USDT,"8,947,840",799.57,8.96%,2017-12-21
1603, Gate.io ,Bitcoin Cash,BCH,USDT,"6,036,520",3669.23,6.05%,2017-12-21
1604, Gate.io ,EOS,EOS,USDT,"5,414,350",10.91,5.42%,2017-12-21
1605, Gate.io ,Ink,INK,BTC,"3,702,990",0.795763,3.71%,2017-12-21
1606, Gate.io ,Bitcoin Cash,BCH,BTC,"3,517,600",3709.46,3.52%,2017-12-21
1607, Gate.io ,Bytom,BTM,ETH,"3,079,220",0.429440,3.08%,2017-12-21
1608, Gate.io ,Hshare,HSR,USDT,"3,064,180",37.20,3.07%,2017-12-21
1609, Gate.io ,Qtum,QTUM,USDT,"2,648,890",56.05,2.65%,2017-12-21
1610, Gate.io ,Ethereum Classic,ETC,USDT,"2,556,580",39.84,2.56%,2017-12-21
1611, Gate.io ,Ink,INK,USDT,"1,683,650",0.806844,1.69%,2017-12-21
1612, Gate.io ,Litecoin,LTC,USDT,"1,535,360",315.56,1.54%,2017-12-21
1613, Gate.io ,Ethereum,ETH,BTC,"1,458,200",813.12,1.46%,2017-12-21
1614, Gate.io ,Bodhi,BOT,USDT,"1,308,280",1.07,1.31%,2017-12-21
1615, Gate.io ,Aeternity,AE,USDT,"1,237,290",1.57,1.24%,2017-12-21
1616, Gate.io ,Dogecoin,DOGE,USDT,"1,189,580",0.005608,1.19%,2017-12-21
1617, Gate.io ,SmartMesh,SMT,USDT,"1,098,310",0.052809,1.10%,2017-12-21
1618, Gate.io ,Zcash,ZEC,USDT,"1,037,750",613.93,1.04%,2017-12-21
1619, Gate.io ,TRON,TRX,USDT,"1,011,650",0.039407,1.01%,2017-12-21
1620, Gate.io ,Qtum,QTUM,BTC,"972,728",56.20,0.97%,2017-12-21
1621, Gate.io ,BitcoinX [Futures],BCX,USDT,"910,517",0.072613,0.91%,2017-12-21
1622, Gate.io ,Aeternity,AE,ETH,"889,041",1.57,0.89%,2017-12-21
1623, Gate.io ,EOS,EOS,BTC,"804,082",11.03,0.81%,2017-12-21
1624, Gate.io ,QASH,QASH,USDT,"745,553",0.960272,0.75%,2017-12-21
1625, Gate.io ,LLToken,LLT,USDT,"728,416",0.379568,0.73%,2017-12-21
1626, Gate.io ,Qtum,QTUM,ETH,"708,526",57.03,0.71%,2017-12-21
1627, Gate.io ,Filecoin [Futures - 6 Month],FIL,USDT,"697,430",18.55,0.70%,2017-12-21
1628, Gate.io ,Bitcoin Gold,BTG,USDT,"664,820",391.68,0.67%,2017-12-21
1629, Gate.io ,Status,SNT,USDT,"635,898",0.184433,0.64%,2017-12-21
1630, Gate.io ,EOS,EOS,ETH,"633,381",11.00,0.63%,2017-12-21
1631, Gate.io ,Bitcoin Gold,BTG,BTC,"619,130",405.32,0.62%,2017-12-21
1632, Gate.io ,Qbao,QBT,QTUM,"557,094",1.02,0.56%,2017-12-21
1633, Gate.io ,Decentraland,MANA,USDT,"505,356",0.102318,0.51%,2017-12-21
1634, Gate.io ,TenX,PAY,USDT,"503,610",3.33,0.50%,2017-12-21
1635, Gate.io ,MediShares,MDS,ETH,"476,837",0.064006,0.48%,2017-12-21
1636, Gate.io ,VeChain,VEN,USDT,"470,265",1.43,0.47%,2017-12-21
1637, Gate.io ,Dash,DASH,USDT,"449,142",1500.27,0.45%,2017-12-21
1638, Gate.io ,Litecoin,LTC,BTC,"423,268",316.73,0.42%,2017-12-21
1639, Gate.io ,MediShares,MDS,USDT,"417,117",0.063211,0.42%,2017-12-21
1640, Gate.io ,Dogecoin,DOGE,BTC,"359,240",0.005815,0.36%,2017-12-21
1641, Gate.io ,Loopring,LRC,USDT,"316,148",0.329559,0.32%,2017-12-21
1642, Gate.io ,Status,SNT,BTC,"312,636",0.179573,0.31%,2017-12-21
1643, Gate.io ,Storj,STORJ,USDT,"311,169",1.65,0.31%,2017-12-21
1644, Gate.io ,CoinDash,CDT,USDT,"308,951",0.105719,0.31%,2017-12-21
1645, Gate.io ,NEO,NEO,USDT,"307,037",67.23,0.31%,2017-12-21
1646, Gate.io ,Zeusshield,ZSC,USDT,"306,212",0.035006,0.31%,2017-12-21
1647, Gate.io ,Ink,INK,ETH,"305,309",0.796957,0.31%,2017-12-21
1648, Gate.io ,Ripple,XRP,USDT,"302,723",0.867855,0.30%,2017-12-21
1649, Gate.io ,Monero,XMR,USDT,"297,131",419.71,0.30%,2017-12-21
1650, Gate.io ,Hshare,HSR,BTC,"288,196",37.37,0.29%,2017-12-21
1651, Gate.io ,Status,SNT,ETH,"287,969",0.172822,0.29%,2017-12-21
1652, Gate.io ,QASH,QASH,ETH,"275,027",0.968251,0.28%,2017-12-21
1653, Gate.io ,Bitcoin Diamond [Futures],BCD,USDT,"274,001",60.10,0.27%,2017-12-21
1654, Gate.io ,Bodhi,BOT,ETH,"268,511",1.07,0.27%,2017-12-21
1655, Gate.io ,Moeda Loyalty Points,MDA,USDT,"265,086",2.19,0.27%,2017-12-21
1656, Gate.io ,QASH,QASH,BTC,"263,904",0.974310,0.26%,2017-12-21
1657, Gate.io ,BitcoinX [Futures],BCX,BTC,"242,784",0.072513,0.24%,2017-12-21
1658, Gate.io ,Ethereum Classic,ETC,BTC,"230,871",40.09,0.23%,2017-12-21
1659, Gate.io ,Ethereum Classic,ETC,ETH,"226,667",39.37,0.23%,2017-12-21
1660, Gate.io ,OmiseGO,OMG,USDT,"222,751",17.62,0.22%,2017-12-21
1661, Gate.io ,Hshare,HSR,ETH,"219,102",37.77,0.22%,2017-12-21
1662, Gate.io ,Monero,XMR,BTC,"212,031",429.64,0.21%,2017-12-21
1663, Gate.io ,Super Bitcoin,SBTC,USDT,"207,989",328.46,0.21%,2017-12-21
1664, Gate.io ,Kyber Network,KNC,USDT,"190,524",2.56,0.19%,2017-12-21
1665, Gate.io ,Qbao,QBT,ETH,"182,610",1.00,0.18%,2017-12-21
1666, Gate.io ,NEO,NEO,BTC,"181,719",68.66,0.18%,2017-12-21
1667, Gate.io ,SmartMesh,SMT,ETH,"173,330",0.050664,0.17%,2017-12-21
1668, Gate.io ,Zcash,ZEC,BTC,"165,026",613.97,0.17%,2017-12-21
1669, Gate.io ,Storj,STORJ,BTC,"149,601",1.58,0.15%,2017-12-21
1670, Gate.io ,Raiden Network Token,RDN,USDT,"137,775",4.38,0.14%,2017-12-21
1671, Gate.io ,Loopring,LRC,ETH,"135,877",0.330524,0.14%,2017-12-21
1672, Gate.io ,Tierion,TNT,USDT,"135,464",0.157728,0.14%,2017-12-21
1673, Gate.io ,Ripio Credit Network,RCN,USDT,"131,806",0.241843,0.13%,2017-12-21
1674, Gate.io ,Zeusshield,ZSC,ETH,"130,625",0.035385,0.13%,2017-12-21
1675, Gate.io ,LLToken,LLT,ETH,"127,615",0.377168,0.13%,2017-12-21
1676, Gate.io ,Dash,DASH,BTC,"121,210",1496.95,0.12%,2017-12-21
1677, Gate.io ,TenX,PAY,BTC,"121,025",3.33,0.12%,2017-12-21
1678, Gate.io ,TenX,PAY,ETH,"115,025",3.27,0.12%,2017-12-21
1679, Gate.io ,Civic,CVC,USDT,"114,914",0.611809,0.12%,2017-12-21
1680, Gate.io ,Delphy,DPY,USDT,"108,201",2.70,0.11%,2017-12-21
1681, Gate.io ,Streamr DATAcoin,DATA,USDT,"103,784",0.263947,0.10%,2017-12-21
1682, Gate.io ,Primas,PST,USDT,"100,180",0.610109,0.10%,2017-12-21
1683, Gate.io ,Request Network,REQ,USDT,"99,610",0.277350,0.10%,2017-12-21
1684, Gate.io ,Stox,STX,USDT,"98,684",0.680022,0.10%,2017-12-21
1685, Gate.io ,Centra,CTR,USDT,"94,920",1.14,0.10%,2017-12-21
1686, Gate.io ,CoinDash,CDT,ETH,"94,906",0.104545,0.10%,2017-12-21
1687, Gate.io ,Basic Attention Token,BAT,USDT,"93,779",0.343862,0.09%,2017-12-21
1688, Gate.io ,Decentraland,MANA,ETH,"92,125",0.104545,0.09%,2017-12-21
1689, Gate.io ,Streamr DATAcoin,DATA,ETH,"85,819",0.275035,0.09%,2017-12-21
1690, Gate.io ,Loopring,LRC,BTC,"85,619",0.333492,0.09%,2017-12-21
1691, Gate.io ,Raiden Network Token,RDN,ETH,"82,716",4.64,0.08%,2017-12-21
1692, Gate.io ,VeChain,VEN,ETH,"82,453",1.44,0.08%,2017-12-21
1693, Gate.io ,FunFair,FUN,USDT,"81,358",0.053010,0.08%,2017-12-21
1694, Gate.io ,Quantstamp,QSP,USDT,"79,579",0.170731,0.08%,2017-12-21
1695, Gate.io ,Ripple,XRP,BTC,"76,132",0.839716,0.08%,2017-12-21
1696, Gate.io ,Primas,PST,ETH,"74,832",0.611188,0.07%,2017-12-21
1697, Gate.io ,Storj,STORJ,ETH,"73,682",1.60,0.07%,2017-12-21
1698, Gate.io ,BlockCDN,BCDN,ETH,"67,555",0.130280,0.07%,2017-12-21
1699, Gate.io ,Gas,GAS,USDT,"67,304",33.76,0.07%,2017-12-21
1700, Gate.io ,Delphy,DPY,ETH,"65,525",2.70,0.07%,2017-12-21
1701, Gate.io ,Bitcoin Diamond [Futures],BCD,BTC,"64,266",62.00,0.06%,2017-12-21
1702, Gate.io ,TRON,TRX,ETH,"63,367",0.039277,0.06%,2017-12-21
1703, Gate.io ,KickCoin,KICK,USDT,"59,338",0.057910,0.06%,2017-12-21
1704, Gate.io ,Ink,INK,QTUM,"56,832",0.821250,0.06%,2017-12-21
1705, Gate.io ,OmiseGO,OMG,ETH,"54,596",18.06,0.05%,2017-12-21
1706, Gate.io ,Moeda Loyalty Points,MDA,ETH,"54,535",2.22,0.05%,2017-12-21
1707, Gate.io ,0x,ZRX,ETH,"46,744",0.525944,0.05%,2017-12-21
1708, Gate.io ,Golem,GNT,USDT,"45,758",0.585005,0.05%,2017-12-21
1709, Gate.io ,Super Bitcoin,SBTC,BTC,"42,939",331.44,0.04%,2017-12-21
1710, Gate.io ,Ripio Credit Network,RCN,ETH,"39,838",0.244475,0.04%,2017-12-21
1711, Gate.io ,Kyber Network,KNC,ETH,"39,817",2.55,0.04%,2017-12-21
1712, Gate.io ,Gas,GAS,BTC,"39,633",34.70,0.04%,2017-12-21
1713, Gate.io ,Civic,CVC,ETH,"36,911",0.615209,0.04%,2017-12-21
1714, Gate.io ,Monaco,MCO,USDT,"36,009",17.61,0.04%,2017-12-21
1715, Gate.io ,0x,ZRX,USDT,"32,102",0.500089,0.03%,2017-12-21
1716, Gate.io ,KickCoin,KICK,ETH,"29,808",0.060797,0.03%,2017-12-21
1717, Gate.io ,Stox,STX,ETH,"29,689",0.684370,0.03%,2017-12-21
1718, Gate.io ,Power Ledger,POWR,USDT,"28,069",1.05,0.03%,2017-12-21
1719, Gate.io ,Basic Attention Token,BAT,ETH,"27,446",0.341783,0.03%,2017-12-21
1720, Gate.io ,ChainLink,LINK,USDT,"24,172",0.406173,0.02%,2017-12-21
1721, Gate.io ,OmiseGO,OMG,BTC,"23,876",18.71,0.02%,2017-12-21
1722, Gate.io ,Basic Attention Token,BAT,BTC,"18,971",0.336912,0.02%,2017-12-21
1723, Gate.io ,Request Network,REQ,ETH,"18,081",0.273426,0.02%,2017-12-21
1724, Gate.io ,Tierion,TNT,ETH,"15,281",0.151993,0.02%,2017-12-21
1725, Gate.io ,Quantstamp,QSP,ETH,"14,685",0.177727,0.01%,2017-12-21
1726, Gate.io ,Centra,CTR,ETH,"14,392",1.30,0.01%,2017-12-21
1727, Gate.io ,FunFair,FUN,ETH,"11,096",0.053077,0.01%,2017-12-21
1728, Gate.io ,0x,ZRX,BTC,"9,716",0.516485,0.01%,2017-12-21
1729, Gate.io ,Golem,GNT,ETH,"8,068",0.600734,0.01%,2017-12-21
1730, Gate.io ,Power Ledger,POWR,BTC,"8,062",0.963706,0.01%,2017-12-21
1731, Gate.io ,ChainLink,LINK,ETH,"6,068",0.418986,0.01%,2017-12-21
1732, Gate.io ,Monaco,MCO,ETH,"3,663",17.38,0.00%,2017-12-21
1733, Gate.io ,Power Ledger,POWR,ETH,"3,368",0.969859,0.00%,2017-12-21
1734, Gate.io ,DigixDAO,DGD,USDT,"1,555",156.06,0.00%,2017-12-21
1735, Gate.io ,Aeron,ARN,ETH,"1,475",0.725384,0.00%,2017-12-21
1736, Gate.io ,Wings,WINGS,ETH,"1,305",0.884615,0.00%,2017-12-21
1737, Gate.io ,DigixDAO,DGD,ETH,472,160.18,0.00%,2017-12-21
1738, Gate.io ,Walton,WTC,ETH,0,9.63,0.00%,2017-12-21
1739, BitBay ,Bitcoin,BTC,PLN,"42,672,400",17779.30,42.92%,2017-12-21
1740, BitBay ,Bitcoin Cash,BCC,PLN,"30,508,500",3832.36,30.68%,2017-12-21
1741, BitBay ,Lisk,LSK,PLN,"10,363,900",20.39,10.42%,2017-12-21
1742, BitBay ,Litecoin,LTC,PLN,"4,901,690",344.15,4.93%,2017-12-21
1743, BitBay ,Ethereum,ETH,PLN,"4,167,080",841.54,4.19%,2017-12-21
1744, BitBay ,Dash,DASH,PLN,"2,987,640",1569.35,3.00%,2017-12-21
1745, BitBay ,GameCredits,GAME,PLN,"2,806,710",3.55,2.82%,2017-12-21
1746, BitBay ,Ethereum,ETH,BTC,"251,940",802.71,0.25%,2017-12-21
1747, BitBay ,Lisk,LSK,BTC,"152,151",20.23,0.15%,2017-12-21
1748, BitBay ,Bitcoin Cash,BCC,EUR,"112,482",4086.53,0.11%,2017-12-21
1749, BitBay ,Bitcoin Cash,BCC,USD,"83,076",4180.00,0.08%,2017-12-21
1750, BitBay ,Ethereum,ETH,EUR,"67,520",846.92,0.07%,2017-12-21
1751, BitBay ,Dash,DASH,BTC,"65,882",1584.69,0.07%,2017-12-21
1752, BitBay ,Ethereum,ETH,USD,"63,914",838.01,0.06%,2017-12-21
1753, BitBay ,Lisk,LSK,EUR,"51,850",20.80,0.05%,2017-12-21
1754, BitBay ,GameCredits,GAME,BTC,"43,299",3.37,0.04%,2017-12-21
1755, BitBay ,Lisk,LSK,USD,"41,403",22.40,0.04%,2017-12-21
1756, BitBay ,Dash,DASH,EUR,"31,031",1585.17,0.03%,2017-12-21
1757, BitBay ,Dash,DASH,USD,"26,255",1670.00,0.03%,2017-12-21
1758, BitBay ,GameCredits,GAME,USD,"16,156",3.80,0.02%,2017-12-21
1759, BitBay ,GameCredits,GAME,EUR,"14,764",3.66,0.01%,2017-12-21
1760, YoBit ,Dash,DASH,BTC,"16,820,500",1482.46,18.81%,2017-12-21
1761, YoBit ,Bitcoin Cash,BCC,BTC,"13,039,100",3722.09,14.58%,2017-12-21
1762, YoBit ,Ethereum,ETH,BTC,"11,340,700",802.85,12.68%,2017-12-21
1763, YoBit ,Waves,WAVES,BTC,"9,625,010",15.17,10.76%,2017-12-21
1764, YoBit ,Lisk,LSK,BTC,"7,560,190",19.68,8.46%,2017-12-21
1765, YoBit ,Bitcoin,BTC,USD,"5,923,390",18055.60,6.62%,2017-12-21
1766, YoBit ,Litecoin,LTC,BTC,"4,143,230",318.64,4.63%,2017-12-21
1767, YoBit ,Bitcoin,BTC,RUR,"3,116,330",19319.60,3.49%,2017-12-21
1768, YoBit ,Bitcoin Cash,BCC,USD,"2,149,270",3918.78,2.40%,2017-12-21
1769, YoBit ,Bitcoin Gold,BTG,BTC,"1,835,140",372.82,2.05%,2017-12-21
1770, YoBit ,SegWit2x [Futures],B2X,BTC,"1,413,020",1229.45,1.58%,2017-12-21
1771, YoBit ,Zcash,ZEC,BTC,"1,145,540",615.68,1.28%,2017-12-21
1772, YoBit ,Ethereum,ETH,USD,"1,110,370",855.09,1.24%,2017-12-21
1773, YoBit ,Crystal Clear ,CCT,BTC,"751,922",2.04,0.84%,2017-12-21
1774, YoBit ,Ethereum,ETH,RUR,"642,598",910.56,0.72%,2017-12-21
1775, YoBit ,Bitcoin Gold,BTG,USD,"633,078",402.10,0.71%,2017-12-21
1776, YoBit ,Litecoin,LTC,USD,"516,640",340.05,0.58%,2017-12-21
1777, YoBit ,Ethereum Classic,ETC,BTC,"389,757",39.29,0.44%,2017-12-21
1778, YoBit ,Dogecoin,DOGE,BTC,"378,098",0.005623,0.42%,2017-12-21
1779, YoBit ,LiteBitcoin,LBTC,BTC,"***345,889",***147.08,0.00%,2017-12-21
1780, YoBit ,NEM,XEM,BTC,"340,372",0.911625,0.38%,2017-12-21
1781, YoBit ,Litecoin,LTC,RUR,"308,414",361.50,0.34%,2017-12-21
1782, YoBit ,Crystal Clear ,CCT,RUR,"306,887",2.32,0.34%,2017-12-21
1783, YoBit ,Ethereum Classic,ETC,USD,"282,517",41.00,0.32%,2017-12-21
1784, YoBit ,NEM,XEM,RUR,"276,921",1.01,0.31%,2017-12-21
1785, YoBit ,NEM,XEM,USD,"253,309",0.949990,0.28%,2017-12-21
1786, YoBit ,DigiByte,DGB,BTC,"235,178",0.051119,0.26%,2017-12-21
1787, YoBit ,Zcash,ZEC,USD,"232,918",651.30,0.26%,2017-12-21
1788, YoBit ,Mavro,MAVRO,BTC,"216,447",0.341188,0.24%,2017-12-21
1789, YoBit ,Zcash,ZEC,RUR,"209,795",682.07,0.23%,2017-12-21
1790, YoBit ,Waves,WAVES,USD,"192,498",16.35,0.22%,2017-12-21
1791, YoBit ,ReddCoin,RDD,BTC,"184,349",0.004601,0.21%,2017-12-21
1792, YoBit ,Dash,DASH,USD,"174,760",1600.00,0.20%,2017-12-21
1793, YoBit ,EOS,EOS,BTC,"148,822",10.49,0.17%,2017-12-21
1794, YoBit ,Bitcoin Gold,BTG,RUR,"144,009",436.53,0.16%,2017-12-21
1795, YoBit ,Waves,WAVES,RUR,"143,450",17.48,0.16%,2017-12-21
1796, YoBit ,Ethereum Classic,ETC,RUR,"127,344",44.03,0.14%,2017-12-21
1797, YoBit ,Super Bitcoin,SBTC,BTC,"120,956",210.36,0.14%,2017-12-21
1798, YoBit ,Onix,ONX,BTC,"119,788",0.111164,0.13%,2017-12-21
1799, YoBit ,Bitcoin Diamond [Futures],BCD,BTC,"109,112",39.34,0.12%,2017-12-21
1800, YoBit ,EOS,EOS,USD,"106,409",11.65,0.12%,2017-12-21
1801, YoBit ,NoLimitCoin,NLC2,BTC,"105,850",0.154090,0.12%,2017-12-21
1802, YoBit ,Dash,DASH,RUR,"102,484",1705.19,0.11%,2017-12-21
1803, YoBit ,Dogecoin,DOGE,USD,"98,684",0.005860,0.11%,2017-12-21
1804, YoBit ,Project-X,NANOX,BTC,"93,683","735,393",0.10%,2017-12-21
1805, YoBit ,Dogecoin,DOGE,RUR,"92,352",0.006281,0.10%,2017-12-21
1806, YoBit ,TRON,TRX,USD,"90,703",0.044450,0.10%,2017-12-21
1807, YoBit ,EOS,EOS,RUR,"83,975",12.60,0.09%,2017-12-21
1808, YoBit ,Bitcoin Red,BTCRED,BTC,"83,523",0.142119,0.09%,2017-12-21
1809, YoBit ,Regalcoin,REC,BTC,"82,326",11.55,0.09%,2017-12-21
1810, YoBit ,HTMLCOIN,HTML5,BTC,"76,092",0.000170,0.09%,2017-12-21
1811, YoBit ,ICOBID,ICOB,BTC,"71,868",0.009919,0.08%,2017-12-21
1812, YoBit ,Social,SCL,BTC,"62,333",0.298775,0.07%,2017-12-21
1813, YoBit ,XTRABYTES,XBY,BTC,"59,681",0.131516,0.07%,2017-12-21
1814, YoBit ,TRON,TRX,RUR,"59,433",0.046551,0.07%,2017-12-21
1815, YoBit ,Bitcoin Diamond [Futures],BCD,USD,"41,352",41.50,0.05%,2017-12-21
1816, YoBit ,Vertcoin,VTC,BTC,"37,964",8.48,0.04%,2017-12-21
1817, YoBit ,EcoCoin,ECO,BTC,"32,149",0.324770,0.04%,2017-12-21
1818, YoBit ,Super Bitcoin,SBTC,USD,"30,078",230.00,0.03%,2017-12-21
1819, YoBit ,Wagerr,WGR,BTC,"29,682",0.340675,0.03%,2017-12-21
1820, YoBit ,AltCommunity Coin,ALTCOM,BTC,"29,520",5.00,0.03%,2017-12-21
1821, YoBit ,Linda,LINDA,BTC,"29,221",0.000171,0.03%,2017-12-21
1822, YoBit ,Bitcoin Gold,BTG,ETH,"27,825",380.00,0.03%,2017-12-21
1823, YoBit ,Bitcoin Diamond [Futures],BCD,RUR,"27,637",47.61,0.03%,2017-12-21
1824, YoBit ,Xios,XIOS,BTC,"27,230",0.461929,0.03%,2017-12-21
1825, YoBit ,TRON,TRX,ETH,"22,932",0.040210,0.03%,2017-12-21
1826, YoBit ,Super Bitcoin,SBTC,RUR,"22,774",241.96,0.03%,2017-12-21
1827, YoBit ,SIBCoin,SIB,BTC,"20,171",3.15,0.02%,2017-12-21
1828, YoBit ,Bitcoin Red,BTCRED,USD,"19,547",0.149620,0.02%,2017-12-21
1829, YoBit ,Crystal Clear ,CCT,DOGE,"18,548",2.11,0.02%,2017-12-21
1830, YoBit ,SONM,SNM,BTC,"18,380",0.402414,0.02%,2017-12-21
1831, YoBit ,Litecoin,LTC,ETH,"16,844",322.12,0.02%,2017-12-21
1832, YoBit ,ClubCoin,CLUB,BTC,"16,654",4.86,0.02%,2017-12-21
1833, YoBit ,Rise,RISE,BTC,"15,883",0.549531,0.02%,2017-12-21
1834, YoBit ,Bitcoin Red,BTCRED,RUR,"15,833",0.170518,0.02%,2017-12-21
1835, YoBit ,PoSW Coin,POSW,BTC,"15,417",0.380523,0.02%,2017-12-21
1836, YoBit ,ArcticCoin,ARCX,BTC,"15,273",0.055753,0.02%,2017-12-21
1837, YoBit ,SIBCoin,SIB,RUR,"14,731",3.63,0.02%,2017-12-21
1838, YoBit ,Decred,DCR,BTC,"14,529",89.19,0.02%,2017-12-21
1839, YoBit ,Syscoin,SYS,BTC,"14,250",0.567423,0.02%,2017-12-21
1840, YoBit ,Monaco,MCO,BTC,"13,887",16.42,0.02%,2017-12-21
1841, YoBit ,FrankyWillCoin,FRWC,BTC,"13,690",0.003919,0.02%,2017-12-21
1842, YoBit ,PIVX,PIVX,BTC,"13,635",6.66,0.02%,2017-12-21
1843, YoBit ,BTCMoon,BTCM,BTC,"13,577",0.020865,0.02%,2017-12-21
1844, YoBit ,Universal Currency,UNIT,BTC,"13,503",0.378623,0.02%,2017-12-21
1845, YoBit ,Cryptonex,CNX,BTC,"13,012",5.07,0.01%,2017-12-21
1846, YoBit ,Dash,DASH,ETH,"12,167",1495.34,0.01%,2017-12-21
1847, YoBit ,E-Dinar Coin,EDR2,BTC,"11,416",0.007696,0.01%,2017-12-21
1848, YoBit ,Ethereum Lite,ELITE,BTC,"10,839",0.376418,0.01%,2017-12-21
1849, YoBit ,Zennies,ZENI,BTC,"10,037",0.003078,0.01%,2017-12-21
1850, YoBit ,Rialto,XRL,BTC,"9,851",0.240285,0.01%,2017-12-21
1851, YoBit ,Ethereum Classic,ETC,ETH,"9,715",39.98,0.01%,2017-12-21
1852, YoBit ,ATLANT,ATL,BTC,"9,401",0.265425,0.01%,2017-12-21
1853, YoBit ,Regalcoin,REC,USD,"9,322",12.00,0.01%,2017-12-21
1854, YoBit ,FirstCoin,FRST,BTC,"9,043",15.39,0.01%,2017-12-21
1855, YoBit ,DigiByte,DGB,ETH,"8,809",0.060373,0.01%,2017-12-21
1856, YoBit ,Zcash,ZEC,ETH,"8,518",581.22,0.01%,2017-12-21
1857, YoBit ,CryptoPing,PING,BTC,"8,091",0.684086,0.01%,2017-12-21
1858, YoBit ,ATLANT,ATL,ETH,"8,034",0.241291,0.01%,2017-12-21
1859, YoBit ,Centurion,CNT,BTC,"7,875",0.051648,0.01%,2017-12-21
1860, YoBit ,Ethereum Cash,ECASH,BTC,"7,536",0.026337,0.01%,2017-12-21
1861, YoBit ,netBit,NBIT,BTC,"7,468",0.132884,0.01%,2017-12-21
1862, YoBit ,Regalcoin,REC,ETH,"7,448",11.51,0.01%,2017-12-21
1863, YoBit ,HiCoin,XHI,BTC,"7,446",0.005794,0.01%,2017-12-21
1864, YoBit ,Peercoin,PPC,BTC,"7,133",5.96,0.01%,2017-12-21
1865, YoBit ,Bitcoin Gold,BTG,DOGE,"7,093",396.80,0.01%,2017-12-21
1866, YoBit ,BuzzCoin,BUZZ,BTC,"6,873",0.000342,0.01%,2017-12-21
1867, YoBit ,iXledger,IXT,BTC,"6,654",0.684257,0.01%,2017-12-21
1868, YoBit ,DomRaider,DRT,BTC,"6,384",0.136817,0.01%,2017-12-21
1869, YoBit ,DraftCoin,DFT,BTC,"6,342",0.698458,0.01%,2017-12-21
1870, YoBit ,Signatum,SIGT,BTC,"6,129",0.010774,0.01%,2017-12-21
1871, YoBit ,Bitcoin Diamond [Futures],BCD,ETH,"6,115",39.53,0.01%,2017-12-21
1872, YoBit ,GoldBlocks,GB,BTC,"5,825",0.217427,0.01%,2017-12-21
1873, YoBit ,ALIS,ALIS,BTC,"5,583",0.690927,0.01%,2017-12-21
1874, YoBit ,Happycoin,HPC,BTC,"5,416",0.053701,0.01%,2017-12-21
1875, YoBit ,ATBCoin,ATB,BTC,"5,354",0.444485,0.01%,2017-12-21
1876, YoBit ,Dogecoin,DOGE,ETH,"5,181",0.005838,0.01%,2017-12-21
1877, YoBit ,Waves,WAVES,ETH,"5,045",15.30,0.01%,2017-12-21
1878, YoBit ,HarmonyCoin,HMC,BTC,"4,715",0.010945,0.01%,2017-12-21
1879, YoBit ,CrevaCoin,CREVA,BTC,"4,673",0.000682,0.01%,2017-12-21
1880, YoBit ,Litecoin,LTC,DOGE,"4,590",318.49,0.01%,2017-12-21
1881, YoBit ,B2B,B2B,BTC,"4,533",0.610547,0.01%,2017-12-21
1882, YoBit ,vSlice,VSLICE,BTC,"4,519",0.182138,0.01%,2017-12-21
1883, YoBit ,Zurcoin,ZUR,BTC,"4,465",0.005623,0.00%,2017-12-21
1884, YoBit ,LiteCoin Ultra,LTCU,BTC,"4,372",0.051306,0.00%,2017-12-21
1885, YoBit ,Paccoin,PAC,DOGE,"4,205",0.000002,0.00%,2017-12-21
1886, YoBit ,Humaniq,HMQ,BTC,"4,195",0.318784,0.00%,2017-12-21
1887, YoBit ,Ethereum,ETH,DOGE,"4,138",796.90,0.00%,2017-12-21
1888, YoBit ,B3Coin,B3,BTC,"3,438",0.000682,0.00%,2017-12-21
1889, YoBit ,NewYorkCoin,NYC,USD,"3,343",0.000031,0.00%,2017-12-21
1890, YoBit ,OCOW,OCOW,BTC,"***3,244",***0.017210,0.00%,2017-12-21
1891, YoBit ,Clams,CLAM,BTC,"3,167",7.25,0.00%,2017-12-21
1892, YoBit ,Viacoin,VIA,BTC,"3,131",3.57,0.00%,2017-12-21
